"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","tipo_comercio"
"12",342350,"PELADERO DE COCO DE PALMA REAL",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","PALMA COCOTEROS NORTE","CALLE","PALMA DE LA INDIA","CALLE","PALMA KERPIS","CALLE","PALMA DE CASTILLA",0,"SN",NA,NA,NA,NA,"COLONIA","PALMA REAL",NA,NA,NA,28134,"06","COLIMA","009","Tecomán","0001","Tecomán","0836","006",NA,NA,NA,"Fijo",18.92413661,-103.89332438,"DICIEMBRE 2014","V.A."
"13",457333,"EMPACADORA DE PLATANO S.P.R.D.L","GRUPO SANTA PATRONA MARIA DE GUADALUPE",115113,"Beneficio de productos agrícolas","31 a 50 personas","AVENIDA","SÉPTIMA NORTE","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,30840,"07","CHIAPAS","087","Suchiate","0014","La Libertad","0095","035",NA,NA,NA,"Fijo",14.59073144,-92.18897654,"DICIEMBRE 2014","Empacadora"
"14",401469,"TOSTADORA Y MOLIENDA DE CAFÉ",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","ADOLFO LÓPEZ MATEOS","CALLE","NINGUNO","CALLE","EMILIANO ZAPATA","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"BARRIO","MAZATLÁN PRIMERA SECCIÓN",NA,NA,NA,29915,"07","CHIAPAS","096","Tila","0055","Petalcingo","0111","062",NA,NA,NA,"Fijo",17.22793423,-92.41386049,"DICIEMBRE 2014","V.A."
"15",582186,"EMPAQUE SAN JORGE",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",0,"DOMICILIO CONOCIDO",NA,NA,NA,NA,"COLONIA","EL CONSUELO",NA,NA,NA,31680,"08","CHIHUAHUA","031","Guerrero","0001","Vicente Guerrero","1571","022",NA,NA,NA,"Fijo",28.5361106,-107.48663926,"DICIEMBRE 2014","Empacadora"
"16",708802,"EMPACADORA TEOTIHUACAN","EMPACADORA TEOTIHUACAN, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","ORIENTE 237-C","CALLE","SUR 4-D","CALLE","SUR 8","EJE VIAL","5 ORIENTE (JAVIER ROJO GÓMEZ)",31,NA,NA,NA,NA,NA,"COLONIA","AGRICOLA ORIENTAL",NA,NA,NA,8500,"09","CIUDAD DE MÉXICO","006","Iztacalco","0001","Iztacalco","0325","020","5555582737","EMPACADORATEO@GMAIL.COM",NA,"Fijo",19.40144384,-99.07237847,"DICIEMBRE 2014","Empacadora"
"17",1209138,"BODEGA EMPACADORA DE JITOMATES",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","CAMINO AL CARRIZAL","CALLE","HACIENDA DE GUADALUPE","CALLE","NINGUNO","CALLE","HACIENDA DE GUADALUPE",721,NA,NA,NA,NA,NA,"FRACCIONAMIENTO","HACIENDAS DEL CARRIZAL",NA,NA,NA,36680,"11","GUANAJUATO","017","Irapuato","0001","Irapuato","1818","016",NA,NA,NA,"Fijo",20.69552713,-101.33741511,"DICIEMBRE 2014","Empacadora"
"18",6709330,"EMPAQUES DE TOMATE","AGROPRODUCTOS ALTAMIRA, S.P.R. DE R.L.",115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","HERÓICO COLEGIO MILITAR","CALLE","TLAXCALA","CALLE","NUEVO LEÓN","CALLE","ZACATECAS",20,NA,NA,NA,NA,NA,"COLONIA","20 DE NOVIEMBRE",NA,NA,NA,38400,"11","GUANAJUATO","042","Valle de Santiago","0001","Valle de Santiago","0579","009","014611734568","AGROPRODUCTOSALTAMIRA@GMAIL.COM",NA,"Fijo",20.39434466,-101.21321777,"ENERO 2016","Empacadora"
"19",1338882,"LAVADORA DE ZANAHORIA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","FERROCARRIL","CALLE","ALDAMA","PRIVADA","PRIMERA FERROCARRIL","CALLE","ÁLVARO OBREGÓN",0,"SN",NA,NA,NA,NA,NA,"SAN JUAN DE LA VEGA",NA,NA,NA,38100,"11","GUANAJUATO","007","Celaya","0161","San Juan de la Vega","0052","010",NA,NA,NA,"Fijo",20.62741377,-100.76538557,"JULIO 2010","V.A."
"20",1243179,"LAVADORA DE ZANAHORIA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","ALDAMA","CALLE","JAZMÍN","AVENIDA","FERROCARRIL","CALLE","NARDOS",312,NA,NA,NA,NA,NA,"RANCHO","SAN ANTONIO DE GALLARDO",NA,NA,NA,38100,"11","GUANAJUATO","007","Celaya","0258","San Antonio Gallardo","2557","041","4611505017",NA,NA,"Fijo",20.62781344,-100.76613753,"DICIEMBRE 2014","V.A."
"21",1338936,"LAVADORA DE ZANAHORIAS",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","BENITO JUÁREZ","CALLE","ANTONIO CASO","CALLE","LUIS CORTÁZAR","CALLE","TENOCHTITLAN",201,NA,NA,NA,NA,NA,"COLONIA","SAN JUAN DE LA VEGA",NA,NA,NA,38100,"11","GUANAJUATO","007","Celaya","0161","San Juan de la Vega","0368","003",NA,NA,NA,"Fijo",20.62123729,-100.76139379,"JULIO 2010","V.A."
"22",1338956,"LAVADORA DE ZANAHORIAS",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","MATAMOROS","CALLE","ARENAS","CALLE","TENOCHTITLAN","CALLE","MELGARITO",109,NA,NA,NA,NA,NA,"COLONIA","SAN JUAN DE LA VEGA",NA,NA,NA,38100,"11","GUANAJUATO","007","Celaya","0161","San Juan de la Vega","0368","040",NA,NA,NA,"Fijo",20.61224784,-100.75738751,"JULIO 2010","V.A."
"23",1254083,"LAVADORA DE ZANAHORIAS SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","TENOCHTITLAN",NA,"TENOCHTITLA 353","CALLEJÓN","TENOCHTITLAN",NA,"NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","SAN JUAN DE LA VEGA",NA,NA,NA,38100,"11","GUANAJUATO","007","Celaya","0161","San Juan de la Vega","0368","006",NA,NA,NA,"Fijo",20.61898769,-100.75876868,"DICIEMBRE 2014","V.A."
"24",1315946,"LAVADORA DE ZANAHORIAS SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","CÁNDIDO NAVARRO","CALLE","NINGUNO","CALLE","EMILIANO ZAPATA","CALLE","EMILIANO ZAPATA",0,"SN",NA,NA,NA,NA,"RANCHERÍA","LA ALDEA",NA,NA,NA,36280,"11","GUANAJUATO","037","Silao de la Victoria","0004","La Aldea","0155","040",NA,NA,NA,"Fijo",20.89952083,-101.48292627,"JULIO 2010","V.A."
"25",1477418,"EMPAQUE DE MANGO",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","SANTA CRUZ","CALLE","NINGUNO","CALLE","DE LA CULTURA","CALLE","CARITINO MALDONADO PÉREZ",0,"SN",NA,NA,NA,NA,"BARRIO","EMILIANO ZAPATA",NA,NA,NA,41960,"12","GUERRERO","023","Cuajinicuilapa","0026","San Nicolás","0385","016",NA,NA,NA,"Fijo",16.42047978,-98.52397034,"JULIO 2010","Empacadora"
"26",1546696,"MAQUILADORA DE QUEBRADORA DE NUÉZ SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PRIVADA","NINGUNO","AVENIDA","EMILIO CARRANZA","CALLE","NINGUNO","PRIVADA","NINGUNO",1,NA,NA,NA,1,NA,"COLONIA","EL ARROYO",NA,NA,NA,43300,"13","HIDALGO","012","Atotonilco el Grande","0001","Atotonilco el Grande","0117","033",NA,NA,NA,"Fijo",20.28238284,-98.66855789,"DICIEMBRE 2014","V.A."
"27",1546697,"QUEBRADORA DE NUÉZ SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PRIVADA","NINGUNO","AVENIDA","EMILIO CARRANZA","CALLE","NINGUNO","PRIVADA","NINGUNO",1,NA,NA,NA,3,NA,"COLONIA","EL ARROYO",NA,NA,NA,43300,"13","HIDALGO","012","Atotonilco el Grande","0001","Atotonilco el Grande","0117","033",NA,NA,NA,"Fijo",20.28238284,-98.66855789,"DICIEMBRE 2014","V.A."
"28",1546678,"QUEBRADORA DE NUEZ SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PRIVADA","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","AVENIDA","FRANCISCO I. MADERO",0,"SN",NA,NA,NA,NA,"COLONIA","CCI",NA,NA,NA,43300,"13","HIDALGO","012","Atotonilco el Grande","0001","Atotonilco el Grande","0117","012",NA,NA,NA,"Fijo",20.2860136,-98.66131735,"DICIEMBRE 2014","V.A."
"29",1518939,"QUEBRADORA DE NUÉZ SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PRIVADA","NINGUNO","AVENIDA","EMILIO CARRANZA","CALLE","NINGUNO","PRIVADA","NINGUNO",1,NA,NA,NA,2,NA,"COLONIA","EL ARROYO",NA,NA,NA,43300,"13","HIDALGO","012","Atotonilco el Grande","0001","Atotonilco el Grande","0117","033",NA,NA,NA,"Fijo",20.28238284,-98.66855789,"DICIEMBRE 2014","V.A."
"30",1546650,"QUEBRADORA DE NUEZ SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","PRIVADA","ALDAMA","CALLE","ALDAMA","CALLE","ALDAMA","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,43300,"13","HIDALGO","012","Atotonilco el Grande","0001","Atotonilco el Grande","0117","025",NA,NA,NA,"Fijo",20.28805067,-98.66558816,"DICIEMBRE 2014","V.A."
"31",1797264,"CRIBADORA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","IRINEO GUTIÉRREZ","CALLE","RIZO","CALLE","NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"PUEBLO","BETANIA",NA,NA,NA,47935,"14","JALISCO","016","Ayotlán","0010","Betania","0318","012",NA,NA,NA,"Fijo",20.58148514,-102.385312,"DICIEMBRE 2014","V.A."
"32",1797249,"CRIBADORA LA PERLA",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","GUSTAVO DÍAZ ORDAZ","CALLE","AZUCENA","CALLE","NINGUNO","CALLE","HIDALGO",0,"SN",NA,NA,NA,NA,"PUEBLO","BETANIA",NA,NA,NA,47935,"14","JALISCO","016","Ayotlán","0010","Betania","0394","025",NA,NA,NA,"Fijo",20.58471322,-102.37697529,"DICIEMBRE 2014","V.A."
"33",1724948,"EMPACADORA",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","NIÑOS HÉROES","CALLE","JOSEFA ORTIZ DE DOMÍNGUEZ","CALLE","FRANCISCO I MADERO","CALLE","INSURGENTES",0,"SN",NA,NA,NA,NA,"PUEBLO","CUISILLOS",NA,NA,NA,45320,"14","JALISCO","083","Tala","0004","Cuisillos","0109","017",NA,NA,NA,"Fijo",20.60845737,-103.779248,"DICIEMBRE 2014","Empacadora"
"34",1796132,"EMPACADORA DE LIMON",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","PEDRO MORENO","CALLE","CORONADO","CALLE","PEDRO MORENO","CALLE","MIGUEL HIDALGO",14,NA,NA,NA,NA,NA,"COLONIA","LOS NARANJOS",NA,NA,NA,47753,"14","JALISCO","013","Atotonilco el Alto","0001","Atotonilco el Alto","0250","011",NA,NA,NA,"Fijo",20.54661516,-102.50818358,"DICIEMBRE 2014","Empacadora"
"35",1769610,"EMPACADORA GRUPO CASILLAS","GRUPO AGRÍCOLA CASILLAS PRODUCE, S.P.R. DE R.L.",115113,"Beneficio de productos agrícolas","31 a 50 personas","PROLONGACIÓN","CLEMENTE AMAYA","AVENIDA","RIVERA DEL CANGREJO","AVENIDA","INDEPENDENCIA","AVENIDA","INDEPENDENCIA NACIONAL",935,NA,NA,NA,NA,NA,"SUPERMANZANA","NINGUNO",NA,NA,NA,48900,"14","JALISCO","015","Autlán de Navarro","0001","Autlán de Navarro","0058","040","3173814914","JPELAYO3@YAHOO.COM.MX",NA,"Fijo",19.79294812,-104.36219545,"DICIEMBRE 2014","Empacadora"
"36",1901438,"EMPACADORA LA BONITA",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","FRANCISCO I. MADERO","CALLE","NINGUNO","CALLE","FRANCISCO I MADERO","CALLE","INSURGENTES",23,NA,NA,NA,NA,NA,"PUEBLO","CUISILLOS",NA,NA,NA,45320,"14","JALISCO","083","Tala","0004","Cuisillos","0109","017",NA,NA,NA,"Fijo",20.60769968,-103.77570535,"JULIO 2010","Empacadora"
"37",1768598,"EMPACADORA TENAMAXTLÁN",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","LIBERTAD","CALLE","EFRAÍN GONZÁLEZ LUNA","CALLE","NINGUNO","CALLE","NINGUNO",153,"C",NA,NA,NA,NA,"BARRIO","LA LIBERTAD",NA,NA,NA,48190,"14","JALISCO","090","Tenamaxtlán","0001","Tenamaxtlán","0086","007",NA,NA,NA,"Fijo",20.20383897,-104.16100634,"DICIEMBRE 2014","Empacadora"
"38",1724800,"EMPAQUE DE HOJA",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","NINGUNO","AVENIDA","JUÁREZ","CALLE","JUAN ESCUTIA","CALLE","JUAN ESCUTIA",2,NA,NA,NA,NA,NA,"PUEBLO","EL REFUGIO",NA,NA,NA,45310,"14","JALISCO","083","Tala","0013","El Refugio","0096","043",NA,NA,NA,"Fijo",20.66720681,-103.73896422,"DICIEMBRE 2014","Empacadora"
"39",1768531,"EMPAQUE EL RANCHITO",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","NICOLÁS GÓMEZ","CALLE","INDEPENDENCIA NACIONAL","CALLE","PORVENIR","CALLE","RAYMUNDO MARÍA",0,"SN",NA,NA,NA,NA,"BARRIO","EL RANCHITO",NA,NA,NA,48570,"14","JALISCO","090","Tenamaxtlán","0001","Tenamaxtlán","0118","028",NA,NA,NA,"Fijo",20.21148052,-104.16010284,"DICIEMBRE 2014","Empacadora"
"40",2254960,"BODEGA Y OFICINA DE LA EMPACADORA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","JOSÉ MARÍA MORELOS","AVENIDA","CHIMALHUACÁN","AVENIDA","SÉPTIMA AVENIDA","CALLE","31",11,NA,NA,NA,NA,NA,"COLONIA","ESTADO DE MEXICO",NA,NA,NA,57210,"15","MÉXICO","058","Nezahualcóyotl","0001","Ciudad Nezahualcóyotl","0416","021",NA,NA,NA,"Fijo",19.41731481,-99.03756334,"DICIEMBRE 2014","Empacadora"
"41",2080739,"EMPACADORA BAOLI",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","FLOR DE LIS","AVENIDA","MAGNOLIAS","AVENIDA","MARGARITAS","CALLE","YAZMÍN",24,"LT 11",NA,NA,NA,"SN","COLONIA","JARDINES DE CHALCO",NA,NA,NA,56600,"15","MÉXICO","025","Chalco","0001","Chalco de Díaz Covarrubias","0839","002",NA,NA,NA,"Fijo",19.25569556,-98.91848344,"JULIO 2010","Empacadora"
"42",2483458,"EMPACADORA FLORES DEL ROCIO",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","MARÍA LUISA ULLOA","CALLE","FRANCISCO VILLA","CALLE","SALVADOR SÁNCHEZ COLÍN","CALLE","HERMENEGILDO GALEANA",10,NA,NA,NA,NA,NA,"BARRIO","SEGUNDA DE SAN MIGUEL",NA,NA,NA,51700,"15","MÉXICO","021","Coatepec Harinas","0001","Coatepec Harinas","0098","040",NA,"INVERNADEROSDELROCIO@HOTMAIL.COM",NA,"Fijo",18.92176931,-99.76819699,"DICIEMBRE 2014","Empacadora"
"43",2757622,"CRIBADORA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","LÓPEZ MATEOS SUR","CALLE","TRIGO","CALLE","FRIJOL","AVENIDA","CAMINO REAL",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,58881,"16","MICHOACÁN DE OCAMPO","088","Tarímbaro","0017","Cuto del Porvenir","0227","019",NA,NA,NA,"Fijo",19.8630814,-101.14394107,"DICIEMBRE 2014","V.A."
"44",6800530,"EMPACADORA","CONTRERAS FRUITS & VEG SA DE CV",115113,"Beneficio de productos agrícolas","11 a 30 personas",NA,"CARRETERA ZAMORA LA PIEDAD","NINGUNO","MANZANA 800","NINGUNO","MANZANA 800","NINGUNO","MANZANA 800",NA,"SN",NA,NA,NA,NA,"NINGUNO","LA RINCONADA","CENTRAL DE ABASTO","MEGA ABASTOS","13A",59724,"16","MICHOACÁN DE OCAMPO","108","Zamora","0107","Ninguno [Kilómetro Cinco Punto Cinco]","0077","800","013515603963","CONTRERASFRUITVEG@TELMEXMAIL.COM",NA,"Fijo",20.03694445,-102.27694445,"NOVIEMBRE 2017","Empacadora"
"45",2763920,"EMPACADORA DE LIMONES PARRA",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","AVENIDA","CORREGIDORA","CALLE","NINGUNO","AVENIDA","CUAUTLA","CALLE","MARCOS CASTELLANOS",1116,NA,NA,NA,NA,NA,"COLONIA","MIGUEL HIDALGO",NA,NA,NA,60670,"16","MICHOACÁN DE OCAMPO","006","Apatzingán","0001","Apatzingán de la Constitución","0908","003","4535376482",NA,NA,"Fijo",19.07548753,-102.36106857,"JULIO 2010","Empacadora"
"46",2585815,"EMPACADORA DE ZANAHORIA",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","CARRETERA NACIONAL","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","PASO DEL AGUILA",NA,NA,NA,59000,"16","MICHOACÁN DE OCAMPO","076","Sahuayo","0001","Sahuayo de Morelos","0175","022",NA,NA,NA,"Fijo",20.08126369,-102.71083236,"DICIEMBRE 2014","Empacadora"
"47",2585816,"EMPACADORA DE ZANAHORIA",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","CARRETERA NACIONAL","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","PASO DEL AGUILA",NA,NA,NA,59000,"16","MICHOACÁN DE OCAMPO","076","Sahuayo","0001","Sahuayo de Morelos","0175","022",NA,NA,NA,"Fijo",20.08158259,-102.71063429,"DICIEMBRE 2014","Empacadora"
"48",6729071,"EMPACADORA FRUTEX","EMPACADORA FRUTEX, S.R.L. DE C.V.",115113,"Beneficio de productos agrícolas","6 a 10 personas","CARRETERA","ESTATAL LIBRE SIN NÚMERO APATZINGÁN - AGUILILLA KILÓMETRO 10",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,0,NA,"COLONIA","NINGUNO",NA,NA,NA,60600,"16","MICHOACÁN DE OCAMPO","006","Apatzingán","0225","Ziracoque","0043","800",NA,NA,NA,"Fijo",19.09593941,-102.4617434,"ENERO 2016","Empacadora"
"49",2730338,"EMPACADORA ROX MAR",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","CUPATITZIO","PRIVADA","CUARTA CUPATITZIO","AVENIDA","PONIENTE","PRIVADA","CAMINO VIEJO A FUNDICIÓN",192,NA,NA,NA,NA,NA,"COLONIA","PROGRESO",NA,NA,NA,60090,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","0514","010",NA,NA,NA,"Fijo",19.40686793,-102.06695411,"JULIO 2010","Empacadora"
"50",2592634,"EMPACADORA SANTA TERE",NA,115113,"Beneficio de productos agrícolas","51 a 100 personas","CALLE","GUADALUPE","CALLE","ASTORGA","AVENIDA","LAS PALMAS","CALLE","HUESCA",170,NA,NA,NA,NA,NA,"COLONIA","VALENCIA SEGUNDA SECCIÓN",NA,NA,NA,59610,"16","MICHOACÁN DE OCAMPO","108","Zamora","0001","Zamora de Hidalgo","0359","049","3515172839",NA,NA,"Fijo",20.00412355,-102.29272547,"DICIEMBRE 2014","Empacadora"
